X,Y,OBJECTID,METER_ID,VENDOR,PAY_POLICY,PRE_PAY,PARK_NO_PAY,GREEN_DOME,TOW_AWAY,STREET_CLEANING,DIR,BLK_NO,STREET,LOCK_,LOCK__,LONGITUDE,LATITUDE,TRAVEL_DIRECTION,FROM_INTERSECTION,TO_INTERSECTION,SPACE_NUMBER,NUMBEROFSPACES,METER_TYPE,HAS_SENSOR,G_DISTRICT,G_PASSPORT_ZONES,G_PM_ZONE,G_SUBZONE,G_ZONE,BASE_RATE,POLE_MOUNT,YOKE,HOUSING_TYPE,HOUSING_MANUFACTURER,SIDEWALKGE,COIN_SLOTLE,METER_CONDITION,PERMIT_RATE,INSTALLED_ON,PURCHASED_DATE,METER_STATE,SPACE_STATE
777009.65103738,2962318.49554068,810,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,EIGH,FIRST AVENUE,1,,-71.052772,42.375884,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
777021.745152518,2962330.94960026,811,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,EIGH,FIRST AVENUE,1,,-71.052727,42.375918,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
777041.922368914,2962347.8192267,812,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,EIGH,FIRST AVENUE,1,,-71.052652,42.375964,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
777054.286652565,2962360.27472068,813,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,EIGH,FIRST AVENUE,1,,-71.052606,42.375998,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
777069.619313881,2962373.47465453,814,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,EIGH,FIRST AVENUE,1,,-71.052549,42.376034,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
777087.655881032,2962386.32435444,815,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,EIGH,FIRST AVENUE,1,,-71.052482,42.376069,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776959.013142213,2962597.01958241,816,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,THIR,NINTH STREET,1,,-71.052954,42.376649,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,109,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776982.111844391,2962571.99493666,817,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,THIR,NINTH STREET,1,,-71.052869,42.37658,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776992.16843231,2962560.75030412,818,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,THIR,NINTH STREET,1,,-71.052832,42.376549,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
777007.412316456,2962539.32881306,819,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,THIR,NINTH STREET,1,,-71.052776,42.37649,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
777016.664065018,2962526.98667914,820,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,THIR,NINTH STREET,1,,-71.052742,42.376456,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
777044.386877343,2962496.15545215,821,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,THIR,NINTH STREET,1,,-71.05264,42.376371,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
777050.645437077,2962487.80637141,822,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,THIR,NINTH STREET,1,,-71.052617,42.376348,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
777078.374077156,2962455.88192399,823,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,THIR,NINTH STREET,1,,-71.052515,42.37626,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
777086.79617551,2962447.17977315,824,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,THIR,NINTH STREET,1,,-71.052484,42.376236,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776991.425236195,2962341.72354859,825,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,NINT,FIRST AVENUE,1,,-71.052839,42.375948,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
777007.018593609,2962356.74696055,826,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,NINT,FIRST AVENUE,1,,-71.052781,42.375989,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
777022.351284146,2962369.94686292,827,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,NINT,FIRST AVENUE,1,,-71.052724,42.376025,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
777037.141643539,2962383.50836214,828,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,NINT,FIRST AVENUE,1,,-71.052669,42.376062,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
777052.47621046,2962396.34386408,829,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,NINT,FIRST AVENUE,1,,-71.052612,42.376097,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
777067.538647652,2962409.54237959,830,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,NINT,FIRST AVENUE,1,,-71.052556,42.376133,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776778.864152551,2962168.96333846,831,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,NINT,FIRST AVENUE,1,,-71.053629,42.375477,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776767.568990901,2962158.70017324,832,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,NINT,FIRST AVENUE,1,,-71.053671,42.375449,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776748.736708194,2962142.93111932,833,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,NINT,FIRST AVENUE,1,,-71.053741,42.375406,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,110,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776736.627095148,2962133.39256963,834,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,NINT,FIRST AVENUE,1,,-71.053786,42.37538,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776662.052662998,2962132.63813058,835,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,FIRS,SEVENTH STREET,1,,-71.054062,42.375379,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,111,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776652.011293158,2962140.96753891,836,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,FIRS,SEVENTH STREET,1,,-71.054099,42.375402,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776633.521226019,2962163.10115272,837,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,FIRS,SEVENTH STREET,1,,-71.054167,42.375463,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776624.562598944,2962171.0718019,838,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,FIRS,SEVENTH STREET,1,,-71.0542,42.375485,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776601.452463835,2962198.28332376,839,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,FIRS,SEVENTH STREET,1,,-71.054285,42.37556,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776579.973121122,2962223.68123609,840,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,FIRS,SEVENTH STREET,1,,-71.054364,42.37563,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776567.463822141,2962238.92196947,841,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,FIRS,SEVENTH STREET,1,,-71.05441,42.375672,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776551.691168547,2962258.1544006,842,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,FIRS,SEVENTH STREET,1,,-71.054468,42.375725,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776542.999002382,2962266.85533471,843,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,FIRS,SEVENTH STREET,1,,-71.0545,42.375749,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776561.817997023,2962285.17516661,844,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,FIRS,SEVENTH STREET,1,,-71.05443,42.375799,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,112,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776567.796716422,2962278.64664783,845,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,FIRS,SEVENTH STREET,1,,-71.054408,42.375781,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776582.764473841,2962258.31673016,846,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,FIRS,SEVENTH STREET,1,,-71.054353,42.375725,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776597.720832035,2962240.17334656,847,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,FIRS,SEVENTH STREET,1,,-71.054298,42.375675,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776614.051083073,2962217.66398527,848,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,FIRS,SEVENTH STREET,1,,-71.054238,42.375613,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776645.048548669,2962180.6540781,849,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,FIRS,SEVENTH STREET,1,,-71.054124,42.375511,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,113,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776652.926364467,2962172.67778654,850,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,FIRS,SEVENTH STREET,1,,-71.054095,42.375489,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776469.174187005,2961967.27234478,851,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,FIRS,SIXTH STREET,1,,-71.054779,42.374928,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,114,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776453.131226391,2961986.50342964,852,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,FIRS,SIXTH STREET,1,,-71.054838,42.374981,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776448.242797047,2961991.21551445,853,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,FIRS,SIXTH STREET,1,,-71.054856,42.374994,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776425.680709898,2962016.97234726,854,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,FIRS,SIXTH STREET,1,,-71.054939,42.375065,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776419.974070668,2962023.13789104,855,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,FIRS,SIXTH STREET,1,,-71.05496,42.375082,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776376.69208625,2962084.13643809,856,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,FIRS,SIXTH STREET,1,,-71.055119,42.37525,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776369.088342384,2962091.38539153,857,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,FIRS,SIXTH STREET,1,,-71.055147,42.37527,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776348.434973791,2962113.87238027,858,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,FIRS,SIXTH STREET,1,,-71.055223,42.375332,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776341.896864101,2962124.04234423,859,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,FIRS,SIXTH STREET,1,,-71.055247,42.37536,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776363.520804405,2962122.69738522,860,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,FIRS,SIXTH STREET,1,,-71.055167,42.375356,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,115,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776371.411846519,2962112.17005302,861,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,FIRS,SIXTH STREET,1,,-71.055138,42.375327,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776389.340381607,2962094.04203796,862,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,FIRS,SIXTH STREET,1,,-71.055072,42.375277,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
776400.485308319,2962081.34510587,863,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,FIRS,SIXTH STREET,1,,-71.055031,42.375242,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
777140.654675096,2951099.858356,864,,IPS,10:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-10:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,IRON,A STREET,1,,-71.052505,42.345098,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,116,,0AH,AH,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
777153.536989048,2951117.78292677,865,,IPS,10:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-10:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,IRON,A STREET,1,,-71.052457,42.345147,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AH,AH,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
777160.489165589,2951132.39653338,866,,IPS,10:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-10:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,IRON,A STREET,1,,-71.052431,42.345187,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AH,AH,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
777170.411170617,2951147.75458331,867,,IPS,10:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-10:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,IRON,A STREET,1,,-71.052394,42.345229,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AH,AH,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
777181.393455282,2951167.12691247,868,,IPS,10:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-10:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,IRON,A STREET,1,,-71.052353,42.345282,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AH,AH,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
777190.485306889,2951186.12489673,869,,IPS,10:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-10:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,IRON,A STREET,1,,-71.052319,42.345334,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AH,AH,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
777200.3900529,2951204.76272359,870,,IPS,10:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-10:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,IRON,A STREET,1,,-71.052282,42.345385,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AH,AH,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
777210.290956721,2951224.12939124,871,,IPS,10:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-10:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,IRON,A STREET,1,,-71.052245,42.345438,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AH,AH,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
777220.467915133,2951242.40422806,872,,IPS,10:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-10:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,IRON,A STREET,1,,-71.052207,42.345488,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AH,AH,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
